,loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
271,5956,4725,1997-11-04,168264,36,4674.0,1,73,POPLATEK MESICNE,1997-04-14,18136.2,0.0,0.0,0.0,13462.0,4674.2,1997-04-14,1997-10-31,340067.0,13602.68,13299.27559029689,700.0,70586.0,40044.64,17004.915610101296,183813.0,0.0,156254.0,820.0,26924.0,182293.0,700.0,129330.0,0.0,312293.0,0.0,0.0,26924.0,30.0,820.0,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,OWNER,M,1950-10-08,No Card,
272,5959,4727,1995-08-11,107640,24,4485.0,0,2,POPLATEK MESICNE,1995-02-13,9926.0,0.0,1861.0,0.0,3580.0,4485.0,1995-02-13,1995-08-05,402238.0,17488.608695652172,17646.182916476275,600.0,107784.0,50214.52173913043,22727.719662980955,233782.0,0.0,168456.0,859.0,5441.0,232323.0,600.0,163015.0,0.0,397784.0,0.0,0.0,3580.0,15.0,859.0,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674,OWNER,F,1959-11-22,No Card,
273,5963,4746,1997-09-07,204780,60,3413.0,1,54,POPLATEK MESICNE,1997-02-21,3413.0,0.0,0.0,0.0,0.0,3413.0,1997-02-21,1997-09-01,376085.0,16351.521739130434,18682.576109280308,200.0,129450.0,48890.34782608696,26678.814055706676,232748.0,14322.0,129015.0,1172.0,0.0,0.0,231576.0,143337.0,0.0,374898.0,0.0,0.0,0.0,15.0,1172.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1953-02-24,classic,1998-01-19
274,5970,4774,1995-07-09,465072,48,9689.0,1,66,POPLATEK MESICNE,1994-01-14,9689.0,0.0,0.0,0.0,0.0,9689.0,1994-01-14,1995-07-08,883698.0,8579.59223300971,9881.845965953984,300.0,79558.0,27778.805825242718,13613.08767474734,460423.0,0.0,423275.0,1804.0,0.0,0.0,458619.0,423275.0,0.0,802599.0,0.0,0.0,79100.0,195.0,1804.0,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,OWNER,M,1948-05-08,No Card,
275,5973,4784,1997-11-24,219456,48,4572.0,1,46,POPLATEK MESICNE,1997-08-08,4572.0,0.0,0.0,0.0,0.0,4572.0,1997-08-08,1997-11-10,160324.0,14574.90909090909,13433.460756294675,400.0,77124.0,44366.0,22683.95435985534,118724.0,0.0,41600.0,544.0,0.0,117780.0,400.0,41600.0,0.0,159780.0,0.0,0.0,0.0,0.0,544.0,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,OWNER,F,1960-01-15,No Card,
276,5976,4794,1997-12-27,465504,48,9698.0,1,72,POPLATEK MESICNE,1996-12-18,17025.0,0.0,2263.0,3142.0,1922.0,9698.0,1996-12-18,1997-12-14,439235.0,5107.383720930233,6338.562013892991,1100.0,49947.0,26347.116279069767,9532.761991486,228254.0,0.0,210981.0,1084.0,58616.0,0.0,227170.0,152365.0,0.0,397534.0,25136.0,0.0,15376.0,105.0,1084.0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,M,1962-05-04,No Card,
279,5988,4851,1996-08-22,141648,24,5902.0,0,52,POPLATEK MESICNE,1996-02-04,10187.2,0.0,0.0,0.0,4285.0,5902.2,1996-02-04,1996-08-18,253912.0,14106.222222222223,15669.311834266275,200.0,123310.0,45100.38888888889,32279.911261884896,171312.0,0.0,82600.0,755.0,0.0,0.0,170557.0,82600.0,0.0,253157.0,0.0,0.0,0.0,0.0,755.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1952-07-17,No Card,
280,5989,4852,1996-03-04,213300,36,5925.0,1,47,POPLATEK MESICNE,1995-04-13,10719.0,0.0,0.0,0.0,4794.0,5925.0,1995-04-13,1996-02-29,220085.0,3730.2542372881358,3417.3223314471807,400.0,42444.0,27951.881355932204,7864.549240836563,123705.0,0.0,96380.0,1205.0,23970.0,0.0,122500.0,72410.0,0.0,194820.0,0.0,0.0,23970.0,90.0,1205.0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,M,1964-04-22,No Card,
281,5991,4858,1998-07-27,335184,48,6983.0,1,67,POPLATEK MESICNE,1997-06-21,6983.3,0.0,0.0,0.0,0.0,6983.3,1997-06-21,1998-07-16,1165814.0,13247.886363636364,16511.746736362842,-6653.0,100571.0,38710.079545454544,24477.196588512343,591107.0,111476.0,463231.0,3907.0,0.0,586600.0,600.0,574707.0,0.0,1161776.0,0.0,11.0,0.0,120.0,3907.0,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079,OWNER,F,1978-04-03,No Card,
283,5997,4894,1993-11-04,117024,24,4876.0,0,14,POPLATEK MESICNE,1993-06-20,4875.8,0.0,0.0,0.0,0.0,4875.8,1993-06-20,1993-10-31,183594.0,14122.615384615385,13516.62675213051,800.0,76985.0,44131.230769230766,19844.274666150966,118394.0,0.0,65200.0,574.0,0.0,117020.0,800.0,65200.0,0.0,183020.0,0.0,0.0,0.0,0.0,574.0,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,M,1935-10-03,classic,1996-02-15
285,6004,4937,1994-07-23,143904,24,5996.0,0,12,POPLATEK MESICNE,1993-02-20,9483.2,0.0,800.0,0.0,2687.0,5996.2,1993-02-20,1994-07-15,1278008.0,9194.302158273382,12698.646449412208,700.0,134571.0,49727.546762589925,23416.58906652458,658169.0,121922.0,497917.0,3285.0,55792.0,0.0,654884.0,564047.0,0.0,1231506.0,0.0,0.0,42992.0,225.0,3285.0,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868,OWNER,M,1951-04-10,No Card,
286,6006,4948,1996-11-15,359760,60,5996.0,1,43,POPLATEK MESICNE,1995-07-29,10706.2,0.0,0.0,0.0,4710.0,5996.2,1995-07-29,1996-11-10,387954.0,8082.375,11713.6522324312,900.0,127808.0,32434.729166666668,24143.958826561677,213956.0,24198.0,149800.0,964.0,18840.0,0.0,212992.0,155158.0,0.0,368090.0,0.0,0.0,18840.0,60.0,964.0,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,OWNER,M,1979-05-31,No Card,
287,6007,4949,1997-08-30,289920,48,6040.0,1,33,POPLATEK MESICNE,1996-10-14,6039.8,0.0,0.0,0.0,0.0,6039.8,1996-10-14,1997-08-10,747309.0,16606.866666666665,16750.49863246953,400.0,118790.0,58959.26666666667,22763.545557236102,400934.0,0.0,346375.0,1906.0,0.0,398628.0,400.0,346375.0,0.0,745328.0,0.0,0.0,0.0,75.0,1906.0,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859,OWNER,F,1944-01-27,gold,1998-12-06
288,6010,4969,1997-03-06,150180,60,2503.0,1,60,POPLATEK TYDNE,1996-08-19,11421.8,0.0,610.0,0.0,8309.0,2502.8,1996-08-19,1997-03-05,230248.0,14390.5,13064.302884833414,200.0,92465.0,50892.0,28282.839536840474,154739.0,0.0,75509.0,590.0,8309.0,0.0,154149.0,67200.0,0.0,221349.0,0.0,0.0,8309.0,0.0,590.0,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,OWNER,M,1937-05-01,No Card,
289,6011,4981,1996-11-28,179328,48,3736.0,1,54,POPLATEK MESICNE,1996-01-22,8666.0,0.0,0.0,0.0,4930.0,3736.0,1996-01-22,1996-11-17,464665.0,8935.865384615385,9792.863956561403,200.0,81615.0,44094.03846153846,14278.273096769884,250370.0,0.0,214295.0,1447.0,29580.0,0.0,248923.0,184715.0,0.0,433563.0,0.0,0.0,29580.0,75.0,1447.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1973-11-21,No Card,
290,6012,4994,1996-08-03,258444,36,7179.0,1,1,POPLATEK TYDNE,1996-01-11,7178.8,0.0,0.0,0.0,0.0,7178.8,1996-01-11,1996-07-31,138892.0,8680.75,8830.233054682078,600.0,61790.0,40688.0625,17230.132916758554,96392.0,0.0,42500.0,1080.0,0.0,0.0,95312.0,42500.0,0.0,137812.0,0.0,0.0,0.0,0.0,1080.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1966-05-27,No Card,
291,6013,4995,1996-02-03,128988,36,3583.0,1,20,POPLATEK TYDNE,1994-08-01,3583.0,0.0,0.0,0.0,0.0,3583.0,1994-08-01,1996-01-31,620140.0,7562.682926829269,9629.11872290008,-36.0,78193.0,34740.79268292683,17311.190940293618,314911.0,61729.0,243500.0,2605.0,0.0,0.0,312306.0,305229.0,0.0,617235.0,0.0,0.0,0.0,300.0,2605.0,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542,OWNER,M,1939-08-15,No Card,
292,6014,4999,1997-05-18,165168,36,4588.0,1,1,POPLATEK MESICNE,1996-02-12,17943.5,0.0,6327.0,0.0,7028.0,4588.5,1996-02-12,1997-05-14,859600.0,8861.855670103092,10247.77671923453,300.0,87236.0,35478.79381443299,17421.8295602924,442629.0,26516.0,390455.0,1834.0,146905.0,440495.0,300.0,270066.0,0.0,780308.0,0.0,0.0,77308.0,150.0,1834.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1958-07-03,classic,1998-11-10
293,6015,5001,1996-11-09,110112,24,4588.0,0,53,POPLATEK MESICNE,1995-12-15,13880.5,0.0,0.0,0.0,9292.0,4588.5,1995-12-15,1996-11-02,1413249.0,17234.743902439026,14889.736440893883,700.0,135658.0,76232.85365853658,28391.594890003496,760052.0,63440.0,589757.0,2691.0,55752.0,0.0,757361.0,597445.0,0.0,1354701.0,0.0,0.0,55752.0,105.0,2691.0,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,OWNER,M,1963-10-12,No Card,
296,6028,5072,1997-02-09,317520,60,5292.0,1,6,POPLATEK MESICNE,1996-04-12,14894.0,0.0,6674.0,1065.0,1863.0,5292.0,1996-04-12,1997-02-08,495225.0,6783.904109589041,9381.315656612915,1100.0,82886.0,56757.438356164384,14668.193836198312,266951.0,0.0,228274.0,2303.0,54944.0,0.0,264648.0,173330.0,0.0,477127.0,6390.0,0.0,9315.0,90.0,2303.0,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,F,1968-02-16,No Card,
298,6038,5120,1994-08-10,323472,48,6739.0,0,1,POPLATEK MESICNE,1993-06-21,9746.7,0.0,0.0,0.0,3008.0,6738.7,1993-06-21,1994-07-31,708058.0,12422.070175438597,13186.46710221675,200.0,119934.0,45414.0350877193,26516.39451962079,388618.0,76210.0,243230.0,1691.0,15040.0,0.0,386927.0,304400.0,0.0,691237.0,0.0,0.0,15040.0,90.0,1691.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1940-10-15,classic,1998-06-05
303,6055,5181,1997-04-28,399120,60,6652.0,1,75,POPLATEK MESICNE,1996-02-03,6652.5,0.0,0.0,0.0,0.0,6652.5,1996-02-03,1997-04-12,510516.0,8508.6,10006.442218450395,300.0,85656.0,42435.26666666667,20693.624708801035,264548.0,45478.0,200490.0,1965.0,0.0,0.0,262583.0,245968.0,0.0,508461.0,0.0,0.0,0.0,90.0,1965.0,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505,OWNER,F,1942-08-20,No Card,
305,6063,5213,1996-04-25,320976,48,6687.0,1,1,POPLATEK MESICNE,1995-08-18,6687.0,0.0,0.0,0.0,0.0,6687.0,1995-08-18,1996-04-17,754699.0,15093.98,18939.837219404788,1000.0,130775.0,49482.92,27435.656570653762,400580.0,48874.0,305245.0,2511.0,0.0,397069.0,1000.0,354119.0,0.0,752143.0,0.0,0.0,0.0,45.0,2511.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1936-08-09,classic,1998-08-01
307,6066,5228,1994-07-11,173808,24,7242.0,0,77,POPLATEK PO OBRATU,1993-06-23,7242.0,0.0,0.0,0.0,0.0,7242.0,1993-06-23,1994-07-05,1304745.0,17396.6,19855.027405427325,1000.0,134417.0,61218.78666666667,24967.38738472127,699589.0,64456.0,540700.0,3054.0,0.0,695535.0,1000.0,605156.0,0.0,1300891.0,0.0,0.0,0.0,800.0,3054.0,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,OWNER,F,1957-01-27,No Card,
308,6072,5256,1994-05-10,193968,36,5388.0,0,72,POPLATEK PO OBRATU,1993-10-25,5388.5,0.0,0.0,0.0,0.0,5388.5,1993-10-25,1994-05-04,491579.0,16951.0,16518.559585681625,800.0,120567.0,63579.137931034486,30034.233563818638,286179.0,0.0,205400.0,1553.0,0.0,0.0,284626.0,205400.0,0.0,489926.0,0.0,0.0,0.0,100.0,1553.0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,M,1972-12-03,No Card,
309,6073,5263,1996-11-12,276300,60,4605.0,1,64,POPLATEK MESICNE,1995-07-14,8555.0,0.0,0.0,0.0,3950.0,4605.0,1995-07-14,1996-11-11,285644.0,3104.8260869565215,2425.2493453260226,500.0,40755.0,25997.532608695652,6720.193975240527,156609.0,0.0,129035.0,1608.0,43450.0,0.0,155001.0,85585.0,0.0,240421.0,0.0,0.0,43450.0,165.0,1608.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,M,1976-07-06,No Card,
310,6075,5267,1997-11-26,129312,24,5388.0,1,4,POPLATEK MESICNE,1996-01-12,5388.5,0.0,0.0,0.0,0.0,5388.5,1996-01-12,1997-11-21,1905946.0,12539.118421052632,14350.981694705682,-8657.0,116312.0,45331.05263157895,32759.977365134113,988728.0,186569.0,730649.0,3534.0,0.0,0.0,985194.0,917218.0,0.0,1902063.0,0.0,34.0,0.0,315.0,3534.0,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,OWNER,F,1973-10-20,No Card,
311,6076,5269,1997-02-02,117420,60,1957.0,1,49,POPLATEK MESICNE,1996-07-04,10010.0,0.0,7260.0,0.0,793.0,1957.0,1996-07-04,1997-01-31,296442.0,6894.0,8388.64974661766,500.0,68585.0,40841.88372093023,15410.37215676399,160491.0,0.0,135951.0,1323.0,16106.0,0.0,159168.0,119845.0,0.0,293488.0,0.0,0.0,1586.0,45.0,1323.0,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123,OWNER,M,1966-02-21,No Card,
313,6078,5283,1998-09-09,170832,48,3559.0,1,15,POPLATEK MESICNE,1997-09-18,13208.0,0.0,0.0,0.0,9649.0,3559.0,1997-09-18,1998-08-31,1039519.0,15992.6,18603.191377590298,700.0,121425.0,65037.96923076923,23103.52789278703,545821.0,20350.0,473348.0,2457.0,67543.0,542664.0,700.0,426155.0,0.0,969414.0,0.0,0.0,67543.0,105.0,2457.0,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,OWNER,M,1970-01-07,No Card,
314,6083,5305,1998-03-31,240528,48,5011.0,1,47,POPLATEK MESICNE,1996-09-16,5011.2,0.0,0.0,0.0,0.0,5011.2,1996-09-16,1998-03-20,1177645.0,12941.153846153846,13876.249361107059,600.0,86335.0,41135.131868131866,18746.28509462833,594031.0,106519.0,477095.0,2726.0,0.0,586305.0,5000.0,583614.0,0.0,1174724.0,0.0,0.0,0.0,195.0,2726.0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,M,1956-06-29,No Card,
315,6087,5313,1994-02-27,300660,60,5011.0,1,40,POPLATEK MESICNE,1993-04-29,12927.2,0.0,1167.0,958.0,5791.0,5011.2,1993-04-29,1994-02-23,682610.0,10342.575757575758,13800.590104507633,800.0,135175.0,45854.78787878788,30520.917179743697,358264.0,12091.0,312255.0,1295.0,39580.0,0.0,356969.0,284766.0,0.0,647495.0,4790.0,0.0,28955.0,75.0,1295.0,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,OWNER,M,1950-01-07,No Card,
318,6097,5362,1997-08-21,202848,48,4226.0,1,76,POPLATEK TYDNE,1996-09-06,18601.3,0.0,7962.0,0.0,6413.0,4226.3,1996-09-06,1997-08-12,664414.0,8978.567567567568,10042.048572700092,800.0,82958.0,37200.54054054054,17835.934343218312,349109.0,41357.0,273948.0,1955.0,107038.0,329654.0,17500.0,208267.0,0.0,610945.0,0.0,0.0,51304.0,210.0,1955.0,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,OWNER,F,1940-09-30,No Card,
319,6103,5385,1994-04-07,149340,60,2489.0,1,44,POPLATEK TYDNE,1993-05-21,11243.3,0.0,0.0,0.0,8754.0,2489.3,1993-05-21,1994-03-31,323613.0,5778.803571428572,6217.7867661898135,500.0,53214.0,29069.0,10432.431906842674,173576.0,2333.0,147704.0,1080.0,52524.0,164296.0,8200.0,97513.0,0.0,269829.0,0.0,0.0,52524.0,180.0,1080.0,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,M,1963-02-01,No Card,
320,6104,5395,1997-09-05,158184,36,4394.0,1,47,POPLATEK MESICNE,1996-04-26,4393.8,0.0,0.0,0.0,0.0,4393.8,1996-04-26,1997-08-31,781726.0,8228.694736842106,12263.423361096304,400.0,103427.0,47679.98947368421,21180.68423667967,405271.0,34630.0,341825.0,2964.0,0.0,0.0,402307.0,376455.0,0.0,778537.0,0.0,0.0,0.0,225.0,2964.0,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,M,1953-08-07,No Card,
321,6109,5422,1996-06-03,368880,60,6148.0,1,66,POPLATEK MESICNE,1994-10-22,10735.0,0.0,2320.0,1435.0,832.0,6148.0,1994-10-22,1996-05-31,2106492.0,11574.131868131868,14792.43795924441,1100.0,151062.0,60030.72527472527,28681.825507128142,1106100.0,97645.0,902747.0,4537.0,73392.0,0.0,1101563.0,927000.0,0.0,2065428.0,22960.0,0.0,13312.0,255.0,4537.0,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,OWNER,M,1974-08-04,No Card,
322,6111,5428,1993-09-24,174744,24,7281.0,1,24,POPLATEK MESICNE,1993-04-14,7281.3,0.0,0.0,0.0,0.0,7281.3,1993-04-14,1993-09-21,369855.0,11557.96875,14867.785692095806,1000.0,105628.0,37485.53125,28302.681626036752,213997.0,12213.0,143645.0,847.0,0.0,0.0,213150.0,155858.0,0.0,350363.0,0.0,0.0,18600.0,45.0,847.0,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,OWNER,F,1948-08-12,No Card,
323,6112,5442,1994-06-17,174744,24,7281.0,1,34,POPLATEK MESICNE,1993-03-22,18478.3,0.0,2070.0,1017.0,8110.0,7281.3,1993-03-22,1994-06-15,870330.0,7375.677966101695,10210.49072787174,-1369.0,96659.0,26252.889830508473,23430.534851603436,438628.0,41133.0,390569.0,1633.0,156758.0,0.0,436995.0,274944.0,0.0,740708.0,14238.0,1.0,113540.0,210.0,1633.0,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,OWNER,F,1978-11-21,junior,1998-03-04
325,6118,5477,1997-10-04,349392,48,7279.0,1,57,POPLATEK MESICNE,1995-12-17,13621.3,0.0,0.0,0.0,6342.0,7279.3,1995-12-17,1997-09-30,1831514.0,12631.131034482758,14178.379868098456,900.0,142575.0,59951.15172413793,27491.41618364494,947772.0,24415.0,859327.0,5094.0,101472.0,0.0,942678.0,778670.0,3600.0,1724693.0,0.0,0.0,101472.0,255.0,5094.0,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,OWNER,M,1954-06-03,classic,1997-05-20
326,6120,5481,1994-09-11,209184,48,4358.0,0,52,POPLATEK MESICNE,1993-08-16,4358.0,0.0,0.0,0.0,0.0,4358.0,1993-08-16,1994-09-10,981802.0,14438.264705882353,16124.279158357629,1000.0,110584.0,46230.42647058824,19403.36774378312,513027.0,51355.0,417420.0,2007.0,0.0,510020.0,1000.0,468775.0,0.0,979675.0,0.0,0.0,0.0,120.0,2007.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1953-06-18,No Card,
328,6136,5572,1998-04-19,140880,60,2348.0,1,15,POPLATEK MESICNE,1997-08-11,13662.0,0.0,0.0,0.0,11314.0,2348.0,1997-08-11,1998-04-12,465069.0,10815.558139534884,13373.540757605999,800.0,122248.0,45160.558139534885,26253.286434910275,239414.0,9639.0,216016.0,2084.0,45256.0,0.0,237330.0,180399.0,0.0,417669.0,0.0,0.0,45256.0,60.0,2084.0,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,OWNER,M,1957-12-27,No Card,
330,6142,5591,1997-01-21,221880,60,3698.0,1,9,POPLATEK MESICNE,1996-03-16,7239.8,0.0,2874.0,345.0,323.0,3697.8,1996-03-16,1997-01-13,456590.0,6430.845070422535,8954.166328982421,1000.0,74217.0,44440.7323943662,13853.814633994438,247751.0,58612.0,150227.0,1495.0,21252.0,244056.0,2200.0,187587.0,0.0,451012.0,2070.0,0.0,1938.0,75.0,1495.0,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,OWNER,F,1943-09-29,No Card,
332,6147,5602,1997-12-28,177504,48,3698.0,1,19,POPLATEK PO OBRATU,1996-07-10,3697.8,0.0,0.0,0.0,0.0,3697.8,1996-07-10,1997-12-02,830917.0,9661.82558139535,15591.143932065945,14855.0,139525.0,44723.232558139534,35435.98433784983,425450.0,12767.0,392700.0,2748.0,0.0,0.0,422702.0,405467.0,0.0,826569.0,0.0,0.0,0.0,1600.0,2748.0,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,M,1944-04-12,classic,1998-10-24
334,6151,5628,1995-04-25,225420,60,3757.0,1,61,POPLATEK MESICNE,1994-06-17,3757.0,0.0,0.0,0.0,0.0,3757.0,1994-06-17,1995-04-13,278072.0,5452.392156862745,5689.82399403859,200.0,53272.0,31185.156862745098,9614.415144713792,155237.0,0.0,122835.0,1048.0,0.0,0.0,154189.0,122835.0,0.0,276949.0,0.0,0.0,0.0,75.0,1048.0,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,OWNER,F,1948-08-03,No Card,
335,6153,5632,1995-07-25,285600,60,4760.0,1,5,POPLATEK TYDNE,1994-11-15,4760.0,0.0,0.0,0.0,0.0,4760.0,1994-11-15,1995-07-13,510175.0,10411.734693877552,11677.210295370762,1100.0,126077.0,49651.795918367345,26473.387766443553,269185.0,99010.0,141980.0,1201.0,0.0,0.0,267984.0,240990.0,0.0,508794.0,0.0,0.0,0.0,180.0,1201.0,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,OWNER,F,1980-12-07,No Card,
338,6169,5700,1995-03-16,103680,60,1728.0,1,42,POPLATEK MESICNE,1993-07-20,1728.0,0.0,0.0,0.0,0.0,1728.0,1993-07-20,1995-03-12,424713.0,3896.4495412844035,4349.583599666283,500.0,46520.0,28250.064220183485,9371.457918788055,227468.0,0.0,197245.0,2144.0,0.0,0.0,225324.0,197245.0,0.0,422344.0,0.0,0.0,0.0,225.0,2144.0,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,M,1971-06-24,No Card,
339,6173,5724,1997-01-08,232560,48,4845.0,1,14,POPLATEK PO OBRATU,1995-04-19,9599.0,0.0,1781.0,281.0,2692.0,4845.0,1995-04-19,1997-01-07,1270260.0,7217.386363636364,10657.22302069011,200.0,79287.0,40175.630681818184,15672.012385504167,658007.0,68551.0,543702.0,3567.0,74002.0,639540.0,14900.0,538251.0,0.0,1217806.0,4215.0,0.0,43072.0,1600.0,3567.0,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,F,1939-04-27,No Card,
340,6175,5735,1996-02-21,290700,60,4845.0,1,52,POPLATEK MESICNE,1995-01-25,4845.0,0.0,0.0,0.0,0.0,4845.0,1995-01-25,1996-02-19,1427463.0,14274.63,15082.014321470137,-2825.0,129626.0,59647.43,31590.325148612355,719517.0,45356.0,662590.0,2981.0,0.0,0.0,716536.0,707946.0,0.0,1424292.0,0.0,10.0,0.0,180.0,2981.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,F,1959-02-27,No Card,
341,6178,5742,1995-12-16,232560,48,4845.0,1,74,POPLATEK PO OBRATU,1995-07-05,4845.0,0.0,0.0,0.0,0.0,4845.0,1995-07-05,1995-12-14,352802.0,13066.74074074074,13775.49879759376,600.0,102666.0,63188.74074074074,26203.9315027236,197023.0,18779.0,137000.0,1342.0,0.0,0.0,195681.0,155779.0,0.0,351160.0,0.0,0.0,0.0,300.0,1342.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,F,1970-01-29,No Card,
343,6190,5794,1996-05-06,123600,60,2060.0,1,70,POPLATEK MESICNE,1995-07-14,2060.0,0.0,0.0,0.0,0.0,2060.0,1995-07-14,1996-04-30,446948.0,9121.387755102041,12795.244099886499,300.0,105256.0,39514.87755102041,23277.971293185336,231226.0,45017.0,170705.0,1350.0,0.0,0.0,229876.0,215722.0,0.0,445493.0,0.0,0.0,0.0,105.0,1350.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,M,1967-06-30,No Card,
344,6196,5837,1997-09-14,177804,36,4939.0,1,5,POPLATEK MESICNE,1996-07-18,4939.0,0.0,0.0,0.0,0.0,4939.0,1996-07-18,1997-09-11,1224108.0,13451.736263736264,15187.7651986614,800.0,140728.0,54375.07692307692,27185.80216429597,635201.0,104242.0,484665.0,2615.0,0.0,0.0,632586.0,588907.0,0.0,1221328.0,0.0,0.0,0.0,165.0,2615.0,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,OWNER,F,1971-07-07,No Card,
346,6207,5912,1998-06-23,184620,60,3077.0,1,45,POPLATEK MESICNE,1996-10-25,12922.8,0.0,0.0,0.0,9846.0,3076.8,1996-10-25,1998-06-17,809622.0,7164.796460176991,7724.224078183348,1100.0,65518.0,34785.53982300885,10155.01139219608,424320.0,39587.0,345715.0,2776.0,147690.0,406144.0,15400.0,237612.0,0.0,658931.0,0.0,0.0,147690.0,225.0,2776.0,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122,OWNER,F,1963-09-16,No Card,
